L1,C,L1L2,L2,AaA,LoR,Edu.day,Sex,Family,ISO639.3,Enroll,Speaking,morph,lex,new_feat,new_sounds
Slovak,Slovakia,SlovakGerman,German,41,1,3,Female,Indo-European,slk ,94,491,NA,0.381011,NA,NA
Chinese,China,ChineseMonolingual,Monolingual,33,6,3,Male,Sino-Tibetan,zho ,67,474,0.2937,0.595079,NA,NA
Portugese,Angola,PortugeseEnglish,English,24,2,2,Male,Indo-European,por ,17,417,0.0586,0.4087,15,18
Japanese,Japan,JapaneseEnglish,English,30,10,4,Male,Japanese,jpn ,101,506,0.175,0.595079,26,20
Persian,Iran,PersianMonolingual,Monolingual,38,2,4,Female,Indo-European,fas ,77,477,0.0603,0.555295,21,21
Polish,Poland,PolishMonolingual,Monolingual,38,2,3,Female,Indo-European,pol ,100,502,0.0479,0.388004,14,25
Polish,Poland,PolishMonolingual,Monolingual,42,5,4,Female,Indo-European,pol ,100,514,0.0479,0.388004,14,25
Portugese,Brazil,PortugeseEnglish,English,24,3,4,Female,Indo-European,por ,106,518,0.0586,0.4087,15,18
Pashto,Afghanistan,PashtoPashto,Pashto,45,6,4,Male,Indo-European,pst ,19,464,NA,0.4588,18,21
Arabic,Morocco,ArabicFrench,French,27,3,3,Female,Afro-Asiatic,ara ,49,529,0.0638,0.595079,21,24
Turkish,Turkey,TurkishEnglish,English,22,2,3,Female,Altaic,tur ,79,583,0.05,0.595079,8,20
Spanish,Spain,SpanishEnglish,English,38,2,4,Female,Indo-European,spa ,118,560,0.0193,0.398649,18,23
Persian,Iran,PersianMonolingual,Monolingual,22,4,1,Female,Indo-European,fas ,77,520,0.0603,0.555295,21,21
Turkish,Turkey,TurkishMonolingual,Monolingual,18,5,3,Male,Altaic,tur ,79,483,0.05,0.595079,8,20
Portugese,Brazil,PortugeseEnglish,English,26,1,4,Male,Indo-European,por ,106,541,0.0586,0.4087,15,18
German,Netherlands,GermanEnglish,English,20,0,3,Male,Indo-European,deu ,118,610,-0.0171,0.037325,6,13
Arabic,Tunisia,ArabicFrench,French,27,20,4,Male,Afro-Asiatic,ara ,85,524,0.0638,0.595079,21,24
Arabic,Morocco,ArabicMonolingual,Monolingual,22,1,3,Male,Afro-Asiatic,ara ,49,505,0.0638,0.595079,21,24
Persian,Afghanistan,PersianEnglish,English,32,3,4,Male,Indo-European,fas ,19,451,0.0603,0.555295,21,21
German,Germany,GermanEnglish,English,22,0,1,Female,Indo-European,deu ,101,544,-0.0171,0.037325,6,13
Tagalog,Philippines,TagalogEnglish,English,39,3,3,Female,Austronesian,tgl ,83,497,0.2423,0.595079,24,22
Kurdish,Syria,KurdishMonolingual,Monolingual,26,6,4,Male,Indo-European,kur ,67,483,0.0523,0.4257,11,22
Croatian,Iraq,CroatianEnglish,English,23,5,3,Male,Indo-European,hrv ,47,486,0.0638,0.395005,11,19
Hebrew,Israel,HebrewEnglish,English,24,1,3,Male,Afro-Asiatic,heb ,93,486,NA,0.595079,25,23
Arabic,Iraq,ArabicEnglish,English,20,4,3,Male,Afro-Asiatic,ara ,47,466,0.0638,0.595079,21,24
Armenian,Iraq,ArmenianArabic,Arabic,17,5,3,Male,Indo-European,hye ,47,463,0.0298,0.492995,21,23
Chinese,China,ChineseMonolingual,Monolingual,35,6,2,Female,Sino-Tibetan,zho ,67,480,0.2937,0.595079,NA,NA
Arabic,Morocco,ArabicFrench,French,41,7,4,Female,Afro-Asiatic,ara ,49,462,0.0638,0.595079,21,24
<c9>w<e9>,Togo,<c9>w<e9>French,French,22,1,3,Female,Niger-Congo,ewe ,43,521,NA,0.595079,18,22
Kurdish,Syria,KurdishArabic,Arabic,27,8,3,Male,Indo-European,kur ,67,509,0.0523,0.4257,11,22
Turkish,Turkey,TurkishMonolingual,Monolingual,29,3,4,Male,Altaic,tur ,79,489,0.05,0.595079,8,20
German,Germany,GermanEnglish,English,21,1,3,Female,Indo-European,deu ,101,550,-0.0171,0.037325,6,13
German,Germany,GermanMonolingual,Monolingual,42,6,3,Male,Indo-European,deu ,101,543,-0.0171,0.037325,6,13
English,UnitedStates,EnglishMonolingual,Monolingual,33,2,3,Female,Indo-European,eng ,94,499,0.0094,0.083191,11,19
Russian,Moldova,RussianGerman,German,30,0,4,Female,Indo-European,rus ,88,579,0.0468,0.396083,12,22
Kurdish,Iraq,KurdishEnglish,English,24,2,2,Male,Indo-European,kur ,47,510,0.0523,0.4257,11,22
Arabic,Morocco,ArabicFrench,French,28,0,3,Male,Afro-Asiatic,ara ,49,526,0.0638,0.595079,21,24
Arabic,Morocco,ArabicFrench,French,20,2,3,Female,Afro-Asiatic,ara ,49,524,0.0638,0.595079,21,24
English,UnitedKingdom,EnglishMonolingual,Monolingual,27,7,4,Male,Indo-European,eng ,105,576,0.0094,0.083191,11,19
Portugese,Brazil,PortugeseEnglish,English,28,6,3,Female,Indo-European,por ,106,531,0.0586,0.4087,15,18
Arabic,Morocco,ArabicMonolingual,Monolingual,16,17,2,Female,Afro-Asiatic,ara ,49,547,0.0638,0.595079,21,24
Serbian,Yugoslavia,SerbianMonolingual,Monolingual,21,4,3,Female,Indo-European,srp ,85,529,0.0638,0.395005,11,19
Russian,USSR,RussianEnglish,English,45,4,2,Female,Indo-European,rus ,90,459,0.0468,0.396083,12,22
German,Romania,GermanEnglish,English,30,1,4,Female,Indo-European,deu ,86,523,-0.0171,0.037325,6,13
Arabic,Egypt,ArabicEnglish,English,24,1,3,Female,Afro-Asiatic,ara ,79,524,0.0638,0.595079,21,24
Portugese,Brazil,PortugeseEnglish,English,27,2,4,Female,Indo-European,por ,106,536,0.0586,0.4087,15,18
Bulgarian,USSR,BulgarianEnglish,English,29,2,4,Female,Indo-European,bul ,90,506,0.0642,0.411091,12,21
English,UnitedKingdom,EnglishMonolingual,Monolingual,22,17,3,Male,Indo-European,eng ,105,572,0.0094,0.083191,11,19
French,Burundi,FrenchFrench,French,24,3,4,Male,Indo-European,fra ,13,498,0.0128,0.398095,10,15
Spanish,Peru,SpanishFrench,French,36,7,3,Female,Indo-European,spa ,85,508,0.0193,0.398649,18,23
Russian,Azerbaijan,RussianMonolingual,Monolingual,31,6,4,Female,Indo-European,rus ,84,518,0.0468,0.396083,12,22
English,UnitedStates,EnglishMonolingual,Monolingual,27,3,4,Male,Indo-European,eng ,94,566,0.0094,0.083191,11,19
Spanish,Mexico,SpanishMonolingual,Monolingual,29,3,3,Female,Indo-European,spa ,83,512,0.0193,0.398649,18,23
Ukranian,Ukraine,UkranianRussian,Russian,23,7,4,Male,Indo-European,ukr ,92,566,0.0468,0.3941,20,22
Portugese,Brazil,PortugeseMonolingual,Monolingual,28,3,4,Female,Indo-European,por ,106,512,0.0586,0.4087,15,18
English,UnitedKingdom,EnglishMonolingual,Monolingual,33,1,3,Male,Indo-European,eng ,105,534,0.0094,0.083191,11,19
Swahili,Kenya,SwahiliEnglish,English,39,3,3,Male,Niger-Congo,swa ,48,530,0.0623,0.595079,15,20
Indonesian,Indonesia,IndonesianEnglish,English,26,2,3,Female,Austronesian,ind ,64,476,0.1461,0.595079,19,20
Arabic,Morocco,ArabicFrench,French,31,4,3,Male,Afro-Asiatic,ara ,49,495,0.0638,0.595079,21,24
Persian,Iran,PersianMonolingual,Monolingual,22,3,3,Female,Indo-European,fas ,77,506,0.0603,0.555295,21,21
French,France,FrenchSpanish,Spanish,43,0,3,Female,Indo-European,fra ,113,509,0.0128,0.398095,10,15
Arabic,Morocco,ArabicFrench,French,19,17,3,Female,Afro-Asiatic,ara ,49,511,0.0638,0.595079,21,24
French,Morocco,FrenchFrench,French,0,18,2,Male,Indo-European,fra ,49,524,0.0128,0.398095,10,15
Persian,Afghanistan,PersianEnglish,English,41,4,1,Male,Indo-European,fas ,19,502,0.0603,0.555295,21,21
English,SouthAfrica,EnglishAfrikaans,Afrikaans,32,1,4,Female,Indo-European,eng ,93,495,0.0094,0.083191,11,19
Arabic,Morocco,ArabicMonolingual,Monolingual,18,3,2,Female,Afro-Asiatic,ara ,49,514,0.0638,0.595079,21,24
Indonesian,Indonesia,IndonesianEnglish,English,32,1,1,Female,Austronesian,ind ,64,530,0.1461,0.595079,19,20
Persian,Afghanistan,PersianEnglish,English,20,8,1,Male,Indo-European,fas ,19,486,0.0603,0.555295,21,21
Arabic,Iraq,ArabicEnglish,English,19,2,3,Female,Afro-Asiatic,ara ,47,458,0.0638,0.595079,21,24
German,Germany,GermanEnglish,English,14,4,3,Female,Indo-European,deu ,101,510,-0.0171,0.037325,6,13
Swahili,Kenya,SwahiliEnglish,English,29,1,3,Male,Niger-Congo,swa ,48,465,0.0623,0.595079,15,20
Indonesian,Indonesia,IndonesianMonolingual,Monolingual,30,4,3,Female,Austronesian,ind ,64,522,0.1461,0.595079,19,20
German,Germany,GermanMonolingual,Monolingual,9,7,3,Female,Indo-European,deu ,101,579,-0.0171,0.037325,6,13
Polish,Poland,PolishMonolingual,Monolingual,28,3,2,Female,Indo-European,pol ,100,550,0.0479,0.388004,14,25
Vietnamese,Vietnam,VietnameseEnglish,English,17,22,3,Female,Austro-Asiatic,vie ,67,548,0.2859,0.595079,17,19
Arabic,Morocco,ArabicFrench,French,18,3,3,Female,Afro-Asiatic,ara ,49,533,0.0638,0.595079,21,24
Vietnamese,Vietnam,VietnameseEnglish,English,26,5,4,Female,Austro-Asiatic,vie ,67,490,0.2859,0.595079,17,19
Persian,Afghanistan,PersianEnglish,English,28,3,3,Male,Indo-European,fas ,19,525,0.0603,0.555295,21,21
Finnish,Finland,FinnishEnglish,English,26,0,4,Female,Uralic,fin ,111,532,0.0277,0.595079,13,17
German,Germany,GermanEnglish,English,24,1,3,Female,Indo-European,deu ,101,544,-0.0171,0.037325,6,13
Slovak,Slovakia,SlovakEnglish,English,29,1,3,Female,Indo-European,slk ,94,533,NA,0.381011,NA,NA
Romanian,Romania,RomanianHebrew,Hebrew,28,1,3,Female,Indo-European,ron ,86,470,0.0276,0.41365,24,20
German,Germany,GermanEnglish,English,29,1,2,Male,Indo-European,deu ,101,597,-0.0171,0.037325,6,13
Russian,Russia,RussianEnglish,English,25,5,4,Male,Indo-European,rus ,84,519,0.0468,0.396083,12,22
Lithuanian,USSR,LithuanianRussian,Russian,24,5,4,Female,Indo-European,lit ,90,502,0.0892,0.371065,7,18
Bulgarian,Bulgaria,BulgarianEnglish,English,19,3,3,Female,Indo-European,bul ,90,518,0.0642,0.411091,12,21
Spanish,Colombia,SpanishEnglish,English,28,2,3,Female,Indo-European,spa ,82,498,0.0193,0.398649,18,23
German,Germany,GermanEnglish,English,29,2,4,Female,Indo-European,deu ,101,592,-0.0171,0.037325,6,13
Arabic,Tunisia,ArabicFrench,French,29,7,3,Male,Afro-Asiatic,ara ,85,518,0.0638,0.595079,21,24
Croatian,Yugoslavia,CroatianMonolingual,Monolingual,28,3,4,Male,Indo-European,hrv ,85,467,0.0638,0.395005,11,19
Hungarian,Hungary,HungarianEnglish,English,26,1,4,Female,Uralic,hun ,96,510,0.0101,0.595079,6,13
Croatian,Yugoslavia,CroatianMonolingual,Monolingual,32,3,3,Female,Indo-European,hrv ,85,517,0.0638,0.395005,11,19
Polish,Poland,PolishEnglish,English,19,5,1,Female,Indo-European,pol ,100,626,0.0479,0.388004,14,25
Spanish,Colombia,SpanishEnglish,English,32,1,4,Female,Indo-European,spa ,82,500,0.0193,0.398649,18,23
Tamazight,Morocco,TamazightFrench,French,35,1,4,Male,Afro-Asiatic,tzm ,49,467,0.0838,0.595079,20,26
German,Germany,GermanMonolingual,Monolingual,23,2,2,Female,Indo-European,deu ,101,572,-0.0171,0.037325,6,13
Arabic,Morocco,ArabicFrench,French,20,1,3,Female,Afro-Asiatic,ara ,49,472,0.0638,0.595079,21,24
Persian,Iran,PersianEnglish,English,16,6,2,Male,Indo-European,fas ,77,525,0.0603,0.555295,21,21
Kurdish,Turkey,KurdishTurkish,Turkish,25,3,3,Male,Indo-European,kur ,79,515,0.0523,0.4257,11,22
Norwegian,Norway,NorwegianEnglish,English,26,1,4,Female,Indo-European,nor ,113,593,-0.0076,0.1598,14,24
French,France,FrenchEnglish,English,26,2,4,Female,Indo-European,fra ,113,535,0.0128,0.398095,10,15
Russian,USSR,RussianEnglish,English,23,3,3,Female,Indo-European,rus ,90,506,0.0468,0.396083,12,22
German,Germany,GermanEnglish,English,32,2,3,Female,Indo-European,deu ,101,568,-0.0171,0.037325,6,13
Tagalog,Philippines,TagalogEnglish,English,32,5,3,Female,Austronesian,tgl ,83,445,0.2423,0.595079,24,22
English,India,EnglishHindi,Hindi,27,4,4,Male,Indo-European,eng ,54,507,0.0094,0.083191,11,19
Spanish,Peru,SpanishMonolingual,Monolingual,27,3,3,Female,Indo-European,spa ,85,502,0.0193,0.398649,18,23
Armenian,Syria,ArmenianEnglish,English,31,19,3,Female,Indo-European,hye ,67,503,0.0298,0.492995,21,23
Arabic,Iraq,ArabicEnglish,English,28,3,3,Female,Afro-Asiatic,ara ,47,483,0.0638,0.595079,21,24
Turkish,Turkey,TurkishEnglish,English,19,2,3,Female,Altaic,tur ,79,514,0.05,0.595079,8,20
Slovak,Czechslowakia,SlovakEnglish,English,27,1,3,Female,Indo-European,slk ,90,470,NA,0.381011,NA,NA
Croatian,Yugoslavia,CroatianRussian,Russian,37,3,4,Male,Indo-European,hrv ,85,479,0.0638,0.395005,11,19
Russian,Russia,RussianMonolingual,Monolingual,39,12,2,Female,Indo-European,rus ,84,517,0.0468,0.396083,12,22
Russian,USSR,RussianEnglish,English,28,2,2,Female,Indo-European,rus ,90,534,0.0468,0.396083,12,22
Romanian,Romania,RomanianEnglish,English,33,1,3,Female,Indo-European,ron ,86,527,0.0276,0.41365,24,20
Persian,Iran,PersianEnglish,English,29,7,3,Female,Indo-European,fas ,77,474,0.0603,0.555295,21,21
Arabic,Morocco,ArabicFrench,French,34,4,3,Male,Afro-Asiatic,ara ,49,495,0.0638,0.595079,21,24
Polish,Poland,PolishEnglish,English,25,1,3,Female,Indo-European,pol ,100,535,0.0479,0.388004,14,25
Turkish,Turkey,TurkishEnglish,English,21,7,4,Male,Altaic,tur ,79,513,0.05,0.595079,8,20
Greek,Greece,GreekEnglish,English,24,4,4,Male,Indo-European,ell ,102,502,0.0403,0.497357,21,18
Persian,Iran,PersianMonolingual,Monolingual,24,7,3,Female,Indo-European,fas ,77,496,0.0603,0.555295,21,21
German,Germany,GermanEnglish,English,22,1,3,Female,Indo-European,deu ,101,562,-0.0171,0.037325,6,13
Serbian,Yugoslavia,SerbianEnglish,English,35,4,4,Female,Indo-European,srp ,85,553,0.0638,0.395005,11,19
Czech,Czechslowakia,CzechEnglish,English,20,1,3,Female,Indo-European,ces ,90,514,0.054,0.38518,9,15
Turkish,Germany,TurkishGerman,German,20,1,4,Male,Altaic,tur ,101,564,0.05,0.595079,8,20
Spanish,Venezuela,SpanishMonolingual,Monolingual,0,20,3,Female,Indo-European,spa ,74,529,0.0193,0.398649,18,23
English,UnitedKingdom,EnglishMonolingual,Monolingual,44,3,2,Female,Indo-European,eng ,105,520,0.0094,0.083191,11,19
Turkish,Turkey,TurkishGerman,German,23,2,4,Female,Altaic,tur ,79,549,0.05,0.595079,8,20
Russian,Ukraine,RussianEnglish,English,32,0,4,Female,Indo-European,rus ,92,475,0.0468,0.396083,12,22
Arabic,Morocco,ArabicFrench,French,34,5,3,Male,Afro-Asiatic,ara ,49,507,0.0638,0.595079,21,24
Persian,Iran,PersianEnglish,English,49,2,4,Male,Indo-European,fas ,77,432,0.0603,0.555295,21,21
English,Australia,EnglishGerman,German,35,1,4,Female,Indo-European,eng ,148,548,0.0094,0.083191,11,19
Malay,Malaysia,MalayEnglish,English,27,2,2,Female,Austronesian,msa ,69,482,0.1461,0.595079,16,19
Serbian,SerbiaandMontenegro,SerbianEnglish,English,32,3,4,Male,Indo-European,srp ,89,399,0.0638,0.395005,11,19
Arabic,Iraq,ArabicEnglish,English,27,3,4,Female,Afro-Asiatic,ara ,47,495,0.0638,0.595079,21,24
Kurdish,Turkey,KurdishTurkish,Turkish,30,6,3,Male,Indo-European,kur ,79,459,0.0523,0.4257,11,22
Italian,Italy,ItalianEnglish,English,35,11,3,Female,Indo-European,ita ,99,555,-0.0011,0.358612,17,18
Turkish,Turkey,TurkishEnglish,English,24,1,4,Male,Altaic,tur ,79,495,0.05,0.595079,8,20
Turkish,Turkey,TurkishMonolingual,Monolingual,28,5,3,Male,Altaic,tur ,79,436,0.05,0.595079,8,20
Albanian,Albania,AlbanianEnglish,English,18,1,3,Male,Indo-European,sqi ,78,424,0.0412,0.595079,11,21
Polish,Poland,PolishEnglish,English,22,3,3,Female,Indo-European,pol ,100,532,0.0479,0.388004,14,25
Russian,USSR,RussianEnglish,English,49,2,3,Female,Indo-European,rus ,90,582,0.0468,0.396083,12,22
Arabic,Morocco,ArabicFrench,French,21,2,3,Male,Afro-Asiatic,ara ,49,494,0.0638,0.595079,21,24
Arabic,Iraq,ArabicEnglish,English,34,4,1,Female,Afro-Asiatic,ara ,47,472,0.0638,0.595079,21,24
Yoruba,Nigeria,YorubaEnglish,English,23,5,3,Male,Niger-Congo,yor ,35,452,0.2162,0.595079,25,22
Somali,Somalia,SomaliEnglish,English,22,4,3,Male,Afro-Asiatic,som ,8,475,0.042,0.595079,21,20
Turkish,Turkey,TurkishMonolingual,Monolingual,18,5,1,Male,Altaic,tur ,79,525,0.05,0.595079,8,20
Polish,Poland,PolishGerman,German,29,1,4,Female,Indo-European,pol ,100,567,0.0479,0.388004,14,25
German,Germany,GermanEnglish,English,30,4,4,Female,Indo-European,deu ,101,567,-0.0171,0.037325,6,13
English,UnitedKingdom,EnglishFrench,French,29,8,1,Female,Indo-European,eng ,105,547,0.0094,0.083191,11,19
Indonesian,Indonesia,IndonesianEnglish,English,21,3,3,Female,Austronesian,ind ,64,461,0.1461,0.595079,19,20
Arabic,Morocco,ArabicEnglish,English,28,4,4,Female,Afro-Asiatic,ara ,49,524,0.0638,0.595079,21,24
Russian,USSR,RussianMonolingual,Monolingual,20,7,2,Female,Indo-European,rus ,90,503,0.0468,0.396083,12,22
Turkish,Turkey,TurkishMonolingual,Monolingual,42,10,3,Male,Altaic,tur ,79,382,0.05,0.595079,8,20
Indonesian,Indonesia,IndonesianMonolingual,Monolingual,26,17,3,Female,Austronesian,ind ,64,530,0.1461,0.595079,19,20
Japanese,Japan,JapaneseGerman,German,38,0,4,Female,Japanese,jpn ,101,500,0.175,0.595079,26,20
Persian,Iran,PersianEnglish,English,17,2,3,Female,Indo-European,fas ,77,558,0.0603,0.555295,21,21
German,Germany,GermanEnglish,English,20,1,3,Male,Indo-European,deu ,101,562,-0.0171,0.037325,6,13
Arabic,Morocco,ArabicMonolingual,Monolingual,13,8,2,Male,Afro-Asiatic,ara ,49,538,0.0638,0.595079,21,24
Spanish,Chile,SpanishEnglish,English,28,1,3,Female,Indo-European,spa ,91,451,0.0193,0.398649,18,23
German,Austria,GermanEnglish,English,21,1,1,Female,Indo-European,deu ,100,563,-0.0171,0.037325,6,13
Arabic,Morocco,ArabicFrench,French,22,1,3,Male,Afro-Asiatic,ara ,49,460,0.0638,0.595079,21,24
Tagalog,Philippines,TagalogEnglish,English,26,2,3,Female,Austronesian,tgl ,83,440,0.2423,0.595079,24,22
Arabic,Morocco,ArabicSpanish,Spanish,25,5,1,Male,Afro-Asiatic,ara ,49,500,0.0638,0.595079,21,24
Armenian,USSR,ArmenianRussian,Russian,25,3,2,Female,Indo-European,hye ,90,513,0.0298,0.492995,21,23
Turkish,Turkey,TurkishMonolingual,Monolingual,18,2,3,Male,Altaic,tur ,79,496,0.05,0.595079,8,20
German,Switzerland,GermanEnglish,English,34,8,4,Female,Indo-European,deu ,94,599,-0.0171,0.037325,6,13
Chinese,China,ChineseEnglish,English,18,1,3,Male,Sino-Tibetan,zho ,67,456,0.2937,0.595079,NA,NA
Turkish,Turkey,TurkishMonolingual,Monolingual,34,10,3,Female,Altaic,tur ,79,519,0.05,0.595079,8,20
Hungarian,Hungary,HungarianEnglish,English,20,2,3,Female,Uralic,hun ,96,553,0.0101,0.595079,6,13
Polish,Poland,PolishMonolingual,Monolingual,33,1,3,Female,Indo-European,pol ,100,513,0.0479,0.388004,14,25
Papiamentu,Aruba,PapiamentuSpanish,Spanish,25,2,3,Female,Other,pap ,100,532,NA,0.595079,NA,NA
Persian,Afghanistan,PersianRussian,Russian,19,5,1,Male,Indo-European,fas ,19,469,0.0603,0.555295,21,21
Persian,Iran,PersianEnglish,English,23,2,3,Female,Indo-European,fas ,77,520,0.0603,0.555295,21,21
Tamazight,Morocco,TamazightArabic,Arabic,27,3,2,Male,Afro-Asiatic,tzm ,49,494,0.0838,0.595079,20,26
Arabic,Tunisia,ArabicEnglish,English,24,2,3,Male,Afro-Asiatic,ara ,85,497,0.0638,0.595079,21,24
Croatian,Yugoslavia,CroatianEnglish,English,26,1,4,Female,Indo-European,hrv ,85,548,0.0638,0.395005,11,19
Afrikaans,SouthAfrica,AfrikaansEnglish,English,36,2,4,Female,Indo-European,afr ,93,563,NA,0.010463,NA,NA
Russian,Russia,RussianEnglish,English,26,2,4,Female,Indo-European,rus ,84,501,0.0468,0.396083,12,22
Italian,Italy,ItalianMonolingual,Monolingual,35,2,4,Female,Indo-European,ita ,99,582,-0.0011,0.358612,17,18
Persian,Iran,PersianEnglish,English,44,4,4,Female,Indo-European,fas ,77,419,0.0603,0.555295,21,21
Turkish,Turkey,TurkishMonolingual,Monolingual,20,3,3,Male,Altaic,tur ,79,422,0.05,0.595079,8,20
Serbian,Yugoslavia,SerbianEnglish,English,23,3,4,Female,Indo-European,srp ,85,525,0.0638,0.395005,11,19
German,Switzerland,GermanEnglish,English,34,9,3,Female,Indo-European,deu ,94,555,-0.0171,0.037325,6,13
Arabic,Morocco,ArabicFrench,French,31,2,3,Male,Afro-Asiatic,ara ,49,457,0.0638,0.595079,21,24
Norwegian,Norway,NorwegianEnglish,English,21,0,1,Male,Indo-European,nor ,113,544,-0.0076,0.1598,14,24
Turkish,Turkey,TurkishMonolingual,Monolingual,18,22,3,Male,Altaic,tur ,79,521,0.05,0.595079,8,20
Chinese,China,ChineseMonolingual,Monolingual,17,8,2,Female,Sino-Tibetan,zho ,67,503,0.2937,0.595079,NA,NA
Russian,USSR,RussianEnglish,English,39,2,3,Female,Indo-European,rus ,90,518,0.0468,0.396083,12,22
Polish,Poland,PolishEnglish,English,25,3,3,Female,Indo-European,pol ,100,523,0.0479,0.388004,14,25
Spanish,Spain,SpanishEnglish,English,26,2,3,Female,Indo-European,spa ,118,528,0.0193,0.398649,18,23
French,"Congo,DemocraticRepublicofthe",FrenchEnglish,English,34,8,3,Female,Indo-European,fra ,22,563,0.0128,0.398095,10,15
Polish,Poland,PolishMonolingual,Monolingual,21,2,2,Female,Indo-European,pol ,100,509,0.0479,0.388004,14,25
English,Netherlands,EnglishMonolingual,Monolingual,10,12,3,Female,Indo-European,eng ,118,539,0.0094,0.083191,11,19
German,Germany,GermanEnglish,English,29,1,2,Male,Indo-European,deu ,101,543,-0.0171,0.037325,6,13
Thai,Thailand,ThaiEnglish,English,25,3,3,Female,Tai-Kadai,tha,70,518,0.2404,0.595079,20,18
Tamazight,Morocco,TamazightFrench,French,21,16,4,Female,Afro-Asiatic,tzm ,49,481,0.0838,0.595079,20,26
Tamazight,Morocco,TamazightFrench,French,21,7,3,Female,Afro-Asiatic,tzm ,49,530,0.0838,0.595079,20,26
Arabic,Morocco,ArabicFrench,French,20,2,2,Female,Afro-Asiatic,ara ,49,487,0.0638,0.595079,21,24
French,Syria,FrenchEnglish,English,23,3,4,Female,Indo-European,fra ,67,543,0.0128,0.398095,10,15
Byelorussian,Belarus,ByelorussianMonolingual,Monolingual,29,2,3,Female,Indo-European,bel ,96,538,0.0468,0.398188,12,22
English,UnitedStates,EnglishGerman,German,36,3,4,Female,Indo-European,eng ,94,546,0.0094,0.083191,11,19
Arabic,Lebanon,ArabicEnglish,English,21,9,3,Male,Afro-Asiatic,ara ,83,589,0.0638,0.595079,21,24
Arabic,Egypt,ArabicEnglish,English,26,11,3,Male,Afro-Asiatic,ara ,79,553,0.0638,0.595079,21,24
Turkish,Turkey,TurkishMonolingual,Monolingual,26,5,3,Male,Altaic,tur ,79,517,0.05,0.595079,8,20
Somali,Somalia,SomaliMonolingual,Monolingual,23,11,2,Female,Afro-Asiatic,som ,8,503,0.042,0.595079,21,20
Lithuanian,Lithuania,LithuanianRussian,Russian,25,2,4,Female,Indo-European,lit ,100,639,0.0892,0.371065,7,18
German,Germany,GermanEnglish,English,14,8,3,Male,Indo-European,deu ,101,491,-0.0171,0.037325,6,13
Romanian,Romania,RomanianMonolingual,Monolingual,36,2,4,Female,Indo-European,ron ,86,539,0.0276,0.41365,24,20
Croatian,Romania,CroatianItalian,Italian,25,2,4,Female,Indo-European,hrv ,86,494,0.0638,0.395005,11,19
Albanian,Yugoslavia,AlbanianSerbian,Serbian,21,3,3,Male,Indo-European,sqi ,85,493,0.0412,0.595079,11,21
Polish,Poland,PolishEnglish,English,29,4,4,Female,Indo-European,pol ,100,519,0.0479,0.388004,14,25
